,age,decile1,decile3,fam_inc,lsat,ugpa,cluster,fulltime,male,race1,pass_bar
17236,-62.0,10.0,7.0,4.0,42.0,3.1,5.0,1.0,1.0,0,1.0
17237,-61.0,5.0,5.0,4.0,30.0,3.1,2.0,1.0,1.0,0,1.0
17238,-61.0,4.0,3.0,5.0,33.0,3.1,1.0,1.0,1.0,0,1.0
17239,-62.0,5.0,5.0,3.0,42.0,3.1,1.0,1.0,0.0,0,1.0
17240,-60.0,3.0,3.0,3.0,34.0,3.1,2.0,1.0,1.0,0,1.0
17241,-60.0,7.0,9.0,3.0,43.0,3.1,1.0,1.0,1.0,0,1.0
17242,-62.0,7.0,6.0,4.0,43.0,3.1,1.0,1.0,1.0,0,1.0
17243,-62.0,10.0,10.0,3.0,33.0,3.1,2.0,1.0,0.0,0,1.0
17244,-61.0,10.0,10.0,4.0,44.0,3.1,3.0,1.0,1.0,0,1.0
17245,-61.0,8.0,9.0,3.0,37.0,3.1,3.0,1.0,1.0,0,1.0
17246,-62.0,8.0,7.0,4.0,37.0,3.1,2.0,1.0,1.0,0,1.0
17247,-61.0,2.0,3.0,3.0,31.0,3.1,3.0,1.0,0.0,4,1.0
17248,-68.0,7.0,4.0,3.0,31.0,3.1,1.0,1.0,1.0,2,1.0
17249,-60.0,7.0,9.0,5.0,41.0,3.1,3.0,1.0,1.0,0,1.0
17250,-61.0,5.0,2.0,2.0,38.0,3.1,1.0,1.0,0.0,0,1.0
17251,-59.0,5.0,5.0,2.0,39.5,3.1,1.0,1.0,1.0,0,1.0
17252,-61.0,7.0,9.0,5.0,37.0,3.1,3.0,1.0,1.0,0,1.0
17253,-66.0,5.0,3.0,3.0,38.0,3.1,1.0,1.0,1.0,0,1.0
17254,-62.0,9.0,9.0,4.0,33.0,3.1,3.0,1.0,1.0,0,1.0
17255,-54.0,4.0,2.0,2.0,33.0,3.1,3.0,2.0,0.0,0,1.0
17256,-63.0,1.0,1.0,3.0,27.0,3.1,4.0,1.0,0.0,4,1.0
17257,-57.0,5.0,5.0,4.0,34.0,3.1,3.0,1.0,0.0,0,1.0
17258,-52.0,4.0,5.0,4.0,34.0,3.1,4.0,1.0,0.0,0,1.0
17259,-62.0,5.0,5.0,4.0,39.0,3.1,1.0,1.0,1.0,0,1.0
17260,-56.0,4.0,8.0,4.0,38.0,3.1,1.0,1.0,1.0,0,1.0
17261,-63.0,9.0,4.0,3.0,29.0,3.1,3.0,1.0,1.0,0,1.0
17263,-59.0,9.0,10.0,3.0,34.0,3.1,3.0,2.0,1.0,0,1.0
17264,-62.0,9.0,9.0,4.0,37.0,3.1,1.0,1.0,1.0,0,1.0
17265,-59.0,9.0,9.0,3.0,45.0,3.1,1.0,1.0,1.0,0,1.0
17266,-62.0,3.0,3.0,4.0,34.0,3.1,4.0,1.0,0.0,0,1.0
17267,-60.0,6.0,5.0,2.0,38.0,3.1,3.0,1.0,0.0,0,1.0
17269,-61.0,8.0,7.0,4.0,35.0,3.1,3.0,1.0,1.0,0,1.0
17270,-61.0,8.0,7.0,4.0,35.0,3.1,3.0,1.0,0.0,0,1.0
17271,-54.0,8.0,7.0,2.0,39.0,3.1,6.0,1.0,0.0,0,1.0
17272,-61.0,8.0,8.0,4.0,32.5,3.1,3.0,1.0,0.0,0,1.0
17273,-49.0,8.0,7.0,3.0,43.0,3.1,4.0,1.0,1.0,0,1.0
17274,-62.0,2.0,1.0,4.0,36.0,3.1,3.0,1.0,1.0,0,1.0
17275,-61.0,6.0,6.0,4.0,33.0,3.1,4.0,1.0,1.0,0,1.0
17276,-66.0,3.0,4.0,4.0,33.0,3.1,3.0,1.0,0.0,0,1.0
17277,-61.0,7.0,7.0,4.0,33.0,3.1,2.0,1.0,0.0,0,1.0
17278,-60.0,5.0,2.0,4.0,38.0,3.1,3.0,2.0,0.0,0,1.0
17279,-59.0,4.0,3.0,4.0,40.0,3.1,1.0,1.0,0.0,0,0.0
17280,-56.0,3.0,2.0,3.0,35.0,3.1,1.0,2.0,0.0,1,1.0
17281,-60.0,9.0,9.0,4.0,39.0,3.1,4.0,1.0,1.0,0,1.0
17282,-62.0,1.0,1.0,1.0,48.0,3.1,5.0,1.0,1.0,0,0.0
17283,-67.0,3.0,4.0,3.0,41.0,3.1,5.0,1.0,0.0,0,1.0
17284,-62.0,8.0,8.0,4.0,35.3,3.1,3.0,1.0,0.0,0,1.0
17285,-61.0,6.0,6.0,4.0,36.5,3.1,3.0,1.0,1.0,0,1.0
17286,-61.0,7.0,5.0,4.0,36.5,3.1,3.0,1.0,1.0,0,1.0
17287,-67.0,5.0,5.0,4.0,42.0,3.1,3.0,1.0,0.0,0,1.0
17288,-63.0,3.0,4.0,1.0,37.0,3.1,2.0,1.0,0.0,0,1.0
17289,-47.0,8.0,7.0,4.0,33.0,3.1,2.0,1.0,0.0,0,1.0
17290,-51.0,2.0,1.0,3.0,20.0,3.1,2.0,1.0,1.0,0,0.0
17292,-59.0,6.0,4.0,4.0,40.0,3.1,4.0,1.0,0.0,0,1.0
17293,-60.0,7.0,6.0,3.0,39.0,3.1,2.0,1.0,1.0,0,1.0
17294,-45.0,3.0,4.0,3.0,35.0,3.1,3.0,1.0,0.0,0,1.0
17295,-62.0,2.0,2.0,3.0,39.0,3.1,2.0,1.0,0.0,0,0.0
17296,-62.0,8.0,7.0,4.0,39.0,3.1,4.0,1.0,0.0,1,1.0
17298,-57.0,5.0,6.0,4.0,41.0,3.1,1.0,1.0,1.0,0,1.0
17299,-60.0,5.0,6.0,5.0,41.5,3.1,5.0,1.0,1.0,0,1.0
17301,-62.0,3.0,3.0,4.0,35.5,3.1,4.0,1.0,0.0,2,1.0
17302,-60.0,5.0,7.0,4.0,26.0,3.1,4.0,2.0,1.0,0,1.0
17303,-60.0,9.0,10.0,4.0,38.0,3.1,1.0,1.0,1.0,0,1.0
17304,-61.0,9.0,10.0,4.0,36.0,3.1,1.0,1.0,1.0,0,1.0
17305,-54.0,5.0,2.0,2.0,31.0,3.1,3.0,1.0,0.0,0,1.0
17306,-61.0,7.0,6.0,4.0,38.0,3.1,3.0,1.0,0.0,0,1.0
17307,-61.0,3.0,1.0,3.0,38.0,3.1,3.0,2.0,1.0,0,1.0
17308,-67.0,2.0,2.0,4.0,36.0,3.1,3.0,1.0,1.0,0,1.0
17309,-59.0,7.0,8.0,4.0,34.0,3.1,3.0,2.0,0.0,0,1.0
17310,-58.0,7.0,7.0,3.0,42.0,3.1,4.0,1.0,0.0,2,1.0
17311,-62.0,3.0,1.0,4.0,32.0,3.1,3.0,1.0,1.0,2,1.0
17312,-59.0,5.0,7.0,4.0,37.0,3.1,5.0,1.0,1.0,0,1.0
17313,-61.0,5.0,5.0,3.0,34.0,3.1,1.0,1.0,1.0,0,1.0
17314,-65.0,4.0,5.0,3.0,36.0,3.1,3.0,1.0,1.0,0,1.0
17316,-62.0,4.0,6.0,4.0,48.0,3.1,1.0,1.0,0.0,0,1.0
17317,-62.0,5.0,1.0,4.0,29.5,3.1,4.0,1.0,0.0,2,0.0
17318,-63.0,1.0,2.0,3.0,40.0,3.1,3.0,1.0,0.0,4,1.0
17319,-61.0,3.0,3.0,4.0,40.0,3.1,3.0,1.0,0.0,0,1.0
17320,-62.0,9.0,9.0,5.0,41.0,3.1,3.0,1.0,1.0,0,1.0
17321,-66.0,5.0,5.0,3.0,24.0,3.1,3.0,1.0,0.0,1,1.0
17322,-56.0,10.0,10.0,2.0,42.0,3.1,3.0,1.0,1.0,0,1.0
17323,-62.0,4.0,2.0,4.0,28.5,3.1,3.0,2.0,0.0,0,1.0
17324,-65.0,2.0,1.0,1.0,39.0,3.1,5.0,1.0,0.0,1,1.0
17325,-62.0,9.0,7.0,5.0,41.0,3.1,3.0,1.0,1.0,0,1.0
17326,-62.0,3.0,5.0,4.0,45.0,3.1,1.0,1.0,1.0,0,1.0
17327,-57.0,9.0,9.0,3.0,36.0,3.1,3.0,1.0,1.0,0,1.0
17328,-61.0,1.0,2.0,5.0,44.0,3.1,3.0,1.0,1.0,0,1.0
17329,-62.0,1.0,1.0,3.0,27.0,3.1,5.0,1.0,1.0,3,0.0
17330,-61.0,5.0,3.0,3.0,34.0,3.1,4.0,1.0,1.0,0,1.0
17331,-57.0,3.0,4.0,2.0,37.0,3.1,1.0,1.0,0.0,0,1.0
17332,-60.0,9.0,8.0,3.0,34.0,3.1,3.0,1.0,1.0,0,1.0
17333,-58.0,5.0,3.0,3.0,34.0,3.1,3.0,1.0,1.0,4,1.0
17334,-47.0,3.0,1.0,2.0,36.0,3.1,1.0,1.0,1.0,0,1.0
17335,-61.0,3.0,3.0,3.0,46.0,3.1,4.0,1.0,0.0,1,1.0
17336,-56.0,4.0,3.0,3.0,42.0,3.1,1.0,1.0,0.0,4,1.0
17337,-61.0,2.0,2.0,3.0,30.0,3.1,3.0,1.0,1.0,0,1.0
17338,-61.0,9.0,8.0,3.0,40.0,3.1,5.0,1.0,1.0,0,1.0
17339,-60.0,6.0,6.0,3.0,39.0,3.1,1.0,1.0,1.0,0,1.0
17341,-60.0,5.0,3.0,4.0,42.0,3.1,3.0,1.0,0.0,0,0.0
17342,-62.0,5.0,5.0,3.0,27.5,3.1,2.0,1.0,0.0,2,1.0
17343,-62.0,10.0,9.0,3.0,31.0,3.1,3.0,1.0,1.0,0,1.0
17344,-61.0,7.0,7.0,4.0,39.0,3.1,1.0,1.0,1.0,4,1.0
17345,-62.0,10.0,10.0,4.0,37.0,3.1,4.0,1.0,1.0,0,1.0
17346,-59.0,9.0,9.0,4.0,41.0,3.1,3.0,1.0,0.0,0,1.0
17347,-62.0,7.0,7.0,4.0,38.0,3.1,4.0,1.0,1.0,0,1.0
17349,-61.0,1.0,2.0,3.0,29.0,3.1,3.0,1.0,0.0,1,1.0
17350,-62.0,9.0,7.0,3.0,39.0,3.1,3.0,1.0,1.0,0,1.0
17351,-61.0,6.0,8.0,3.0,35.0,3.1,1.0,1.0,1.0,0,1.0
17352,-65.0,1.0,4.0,3.0,32.0,3.1,3.0,1.0,1.0,0,1.0
17353,-60.0,3.0,2.0,4.0,39.0,3.1,4.0,1.0,0.0,2,1.0
17354,-41.0,4.0,4.0,1.0,42.0,3.1,1.0,1.0,1.0,0,1.0
17356,-62.0,5.0,4.0,3.0,41.0,3.1,5.0,1.0,1.0,0,1.0
17357,-59.0,9.0,9.0,4.0,33.0,3.1,3.0,2.0,1.0,0,1.0
17358,-55.0,6.0,8.0,2.0,35.0,3.1,3.0,2.0,1.0,0,1.0
17359,-62.0,6.0,8.0,5.0,35.0,3.1,3.0,1.0,0.0,0,1.0
17360,-62.0,8.0,8.0,3.0,40.0,3.1,3.0,1.0,1.0,0,1.0
17361,-56.0,8.0,9.0,4.0,39.0,3.1,4.0,1.0,0.0,0,1.0
17362,-62.0,10.0,10.0,3.0,37.0,3.1,3.0,1.0,1.0,0,1.0
17363,-61.0,6.0,5.0,3.0,45.0,3.1,4.0,1.0,1.0,0,1.0
17364,-59.0,9.0,10.0,4.0,42.0,3.1,1.0,1.0,1.0,0,1.0
17365,-62.0,7.0,9.0,4.0,42.0,3.1,1.0,1.0,0.0,0,1.0
17366,-59.0,7.0,9.0,4.0,42.0,3.1,3.0,1.0,0.0,0,1.0
17367,-58.0,10.0,9.0,3.0,38.0,3.1,1.0,1.0,1.0,0,1.0
17368,-53.0,8.0,8.0,3.0,44.0,3.1,4.0,1.0,1.0,0,1.0
17370,-62.0,9.0,9.0,4.0,32.0,3.1,2.0,1.0,0.0,0,1.0
17371,-62.0,3.0,5.0,4.0,27.5,3.1,3.0,1.0,0.0,0,1.0
17372,-60.0,6.0,5.0,4.0,27.5,3.1,1.0,1.0,1.0,0,1.0
17373,-62.0,6.0,4.0,4.0,36.0,3.1,1.0,2.0,1.0,0,0.0
17374,-62.0,6.0,7.0,4.0,37.0,3.1,3.0,1.0,0.0,0,1.0
17375,-61.0,4.0,5.0,4.0,39.0,3.1,1.0,1.0,1.0,0,1.0
17376,-59.0,8.0,8.0,4.0,36.0,3.1,5.0,1.0,1.0,4,1.0
17377,-62.0,4.0,3.0,4.0,29.0,3.1,2.0,1.0,0.0,0,1.0
17378,-62.0,6.0,6.0,3.0,37.5,3.1,3.0,1.0,0.0,0,1.0
17379,-59.0,8.0,6.0,4.0,38.0,3.1,2.0,1.0,1.0,0,1.0
17380,-51.0,1.0,1.0,4.0,37.0,3.1,5.0,1.0,1.0,0,1.0
17381,-62.0,5.0,5.0,4.0,40.0,3.1,3.0,1.0,1.0,0,1.0
17382,-58.0,8.0,9.0,3.0,39.0,3.1,4.0,1.0,1.0,0,1.0
17383,-49.0,6.0,8.0,4.0,33.0,3.1,2.0,1.0,1.0,0,1.0
17384,-59.0,5.0,2.0,3.0,24.0,3.1,3.0,1.0,1.0,0,1.0
17385,-48.0,9.0,9.0,4.0,35.0,3.1,3.0,2.0,0.0,0,1.0
17386,-62.0,4.0,2.0,4.0,36.0,3.1,1.0,1.0,0.0,0,1.0
17387,-62.0,8.0,6.0,4.0,34.0,3.1,4.0,1.0,1.0,0,1.0
17388,-64.0,1.0,1.0,2.0,30.0,3.1,3.0,1.0,0.0,0,0.0
17389,-61.0,4.0,4.0,3.0,35.0,3.1,5.0,1.0,0.0,1,1.0
17390,-61.0,10.0,10.0,3.0,46.0,3.1,1.0,1.0,1.0,0,1.0
17391,-61.0,10.0,10.0,4.0,42.0,3.1,1.0,1.0,0.0,0,1.0
17392,-59.0,5.0,4.0,4.0,44.5,3.1,4.0,1.0,0.0,0,1.0
17393,-60.0,3.0,4.0,2.0,36.0,3.1,3.0,1.0,1.0,0,1.0
17394,-60.0,2.0,1.0,3.0,31.0,3.1,1.0,1.0,1.0,3,1.0
17395,-61.0,7.0,7.0,4.0,38.5,3.1,4.0,1.0,1.0,0,1.0
17396,-60.0,5.0,6.0,4.0,38.0,3.1,1.0,1.0,1.0,4,1.0
17397,-64.0,1.0,1.0,3.0,27.0,3.1,3.0,1.0,0.0,3,1.0
17398,-61.0,1.0,1.0,3.0,44.0,3.1,5.0,1.0,0.0,4,1.0
17399,-55.0,10.0,5.0,3.0,46.0,3.1,5.0,1.0,1.0,0,1.0
17400,-62.0,8.0,6.0,3.0,37.0,3.1,3.0,1.0,0.0,0,1.0
17401,-62.0,9.0,8.0,4.0,38.0,3.1,3.0,1.0,0.0,0,1.0
17402,-67.0,4.0,1.0,4.0,31.0,3.1,2.0,1.0,1.0,0,1.0
17403,-66.0,6.0,9.0,3.0,32.0,3.1,3.0,2.0,1.0,4,1.0
17404,-54.0,3.0,2.0,3.0,30.0,3.1,1.0,1.0,1.0,0,1.0
17405,-62.0,4.0,7.0,4.0,34.0,3.1,6.0,1.0,0.0,3,1.0
17406,-61.0,4.0,4.0,4.0,27.0,3.1,3.0,1.0,0.0,3,1.0
17407,-60.0,3.0,3.0,3.0,29.5,3.1,5.0,1.0,0.0,1,1.0
17408,-55.0,5.0,3.0,4.0,40.0,3.1,3.0,2.0,0.0,0,1.0
17409,-58.0,3.0,4.0,5.0,35.0,3.1,4.0,2.0,0.0,2,1.0
17410,-55.0,4.0,7.0,2.0,42.0,3.1,6.0,1.0,0.0,0,1.0
17413,-61.0,3.0,2.0,3.0,30.5,3.1,1.0,1.0,0.0,1,1.0
17414,-62.0,6.0,4.0,4.0,35.0,3.1,1.0,1.0,0.0,0,1.0
17415,-61.0,3.0,8.0,4.0,33.5,3.1,3.0,1.0,0.0,0,1.0
17416,-45.0,7.0,7.0,2.0,34.0,3.1,1.0,2.0,0.0,0,1.0
17417,-62.0,3.0,2.0,5.0,41.0,3.1,3.0,1.0,1.0,0,1.0
17418,-62.0,10.0,10.0,3.0,37.0,3.1,3.0,1.0,1.0,1,1.0
17419,-61.0,3.0,3.0,2.0,36.0,3.1,3.0,1.0,1.0,0,1.0
17420,-46.0,9.0,9.0,4.0,36.0,3.1,3.0,1.0,1.0,0,1.0
17421,-62.0,3.0,1.0,4.0,36.0,3.1,5.0,1.0,0.0,3,1.0
17422,-60.0,1.0,1.0,4.0,41.0,3.1,1.0,1.0,0.0,0,1.0
17423,-64.0,6.0,6.0,3.0,36.0,3.1,1.0,2.0,0.0,0,1.0
17425,-63.0,6.0,4.0,3.0,40.0,3.1,1.0,1.0,1.0,0,1.0
17426,-58.0,9.0,7.0,5.0,35.0,3.1,1.0,1.0,1.0,0,1.0
17427,-62.0,10.0,10.0,4.0,36.0,3.1,4.0,1.0,0.0,0,1.0
17428,-61.0,5.0,5.0,3.0,43.0,3.1,3.0,1.0,0.0,0,1.0
17430,-61.0,8.0,8.0,4.0,42.0,3.1,3.0,1.0,1.0,0,1.0
17431,-62.0,6.0,6.0,4.0,35.0,3.1,3.0,1.0,0.0,0,1.0
17432,-44.0,9.0,6.0,3.0,38.0,3.1,3.0,1.0,1.0,4,1.0
17433,-48.0,5.0,4.0,4.0,34.0,3.1,1.0,1.0,0.0,0,0.0
17434,-62.0,5.0,5.0,4.0,35.0,3.1,3.0,1.0,0.0,0,1.0
17435,-62.0,5.0,5.0,4.0,40.0,3.1,1.0,1.0,1.0,0,1.0
17436,-61.0,4.0,1.0,4.0,37.0,3.1,3.0,1.0,1.0,0,1.0
17437,-62.0,2.0,1.0,5.0,32.0,3.1,3.0,1.0,1.0,0,1.0
17438,-57.0,5.0,4.0,2.0,34.0,3.1,1.0,1.0,1.0,0,1.0
17439,-61.0,8.0,6.0,4.0,38.0,3.1,3.0,1.0,1.0,0,1.0
17440,-58.0,10.0,10.0,3.0,41.0,3.1,3.0,1.0,0.0,0,1.0
17441,-62.0,4.0,5.0,4.0,39.0,3.1,3.0,1.0,0.0,0,1.0
17442,-62.0,7.0,4.0,3.0,38.0,3.1,4.0,1.0,0.0,0,1.0
17443,-61.0,4.0,5.0,3.0,31.5,3.1,3.0,1.0,0.0,0,1.0
17444,-58.0,8.0,8.0,1.0,44.0,3.1,1.0,1.0,0.0,2,1.0
17445,-63.0,6.0,7.0,3.0,32.5,3.1,2.0,1.0,0.0,0,1.0
17447,-67.0,4.0,4.0,3.0,28.0,3.1,3.0,2.0,1.0,0,1.0
17448,-63.0,5.0,3.0,4.0,29.5,3.1,3.0,1.0,1.0,2,1.0
17449,-62.0,7.0,7.0,2.0,46.0,3.1,1.0,1.0,0.0,0,1.0
17450,-61.0,3.0,4.0,5.0,38.0,3.1,1.0,1.0,1.0,0,1.0
17451,-57.0,8.0,10.0,3.0,42.0,3.1,4.0,1.0,1.0,0,1.0
17452,-62.0,3.0,5.0,3.0,34.0,3.1,3.0,1.0,0.0,0,1.0
17453,-60.0,3.0,2.0,4.0,38.0,3.1,5.0,1.0,1.0,0,0.0
17454,-55.0,8.0,7.0,4.0,34.0,3.1,3.0,2.0,0.0,0,1.0
17455,-66.0,5.0,7.0,3.0,42.0,3.1,4.0,1.0,1.0,0,1.0
17456,-62.0,2.0,2.0,3.0,39.0,3.1,4.0,1.0,0.0,0,1.0
17457,-61.0,7.0,7.0,4.0,40.0,3.1,3.0,1.0,0.0,0,1.0
17458,-56.0,10.0,10.0,3.0,26.7,3.1,6.0,1.0,1.0,0,1.0
17459,-61.0,10.0,10.0,3.0,40.0,3.1,3.0,1.0,1.0,0,1.0
17460,-55.0,1.0,2.0,3.0,41.0,3.1,1.0,1.0,1.0,0,1.0
17461,-60.0,6.0,5.0,3.0,42.0,3.1,1.0,1.0,1.0,0,1.0
17462,-63.0,5.0,7.0,4.0,47.0,3.1,1.0,1.0,1.0,0,1.0
17463,-52.0,9.0,7.0,3.0,36.0,3.1,2.0,1.0,1.0,0,1.0
17464,-66.0,10.0,7.0,4.0,35.0,3.1,1.0,2.0,0.0,0,1.0
17465,-65.0,3.0,2.0,3.0,35.0,3.1,3.0,1.0,1.0,0,1.0
17466,-56.0,6.0,7.0,4.0,39.0,3.1,3.0,1.0,1.0,0,1.0
17467,-62.0,3.0,4.0,3.0,30.0,3.1,3.0,1.0,1.0,0,1.0
17468,-60.0,2.0,1.0,3.0,24.0,3.1,4.0,1.0,1.0,3,1.0
17469,-66.0,3.0,2.0,4.0,37.0,3.1,1.0,1.0,1.0,0,1.0
17470,-66.0,4.0,4.0,3.0,31.0,3.1,4.0,1.0,0.0,0,1.0
17471,-67.0,6.0,3.0,4.0,32.0,3.1,3.0,1.0,0.0,0,1.0
17472,-62.0,7.0,8.0,4.0,30.5,3.1,3.0,1.0,0.0,0,1.0
17473,-61.0,4.0,2.0,4.0,31.0,3.1,3.0,1.0,1.0,0,1.0
17474,-62.0,3.0,4.0,4.0,32.0,3.1,3.0,1.0,1.0,0,1.0
17475,-61.0,9.0,10.0,4.0,38.0,3.1,1.0,1.0,1.0,0,1.0
17476,-62.0,8.0,7.0,4.0,36.0,3.1,3.0,1.0,0.0,0,1.0
17477,-62.0,7.0,4.0,5.0,35.0,3.1,1.0,1.0,0.0,0,1.0
17478,-61.0,8.0,6.0,4.0,37.0,3.1,1.0,1.0,1.0,0,1.0
17479,-61.0,4.0,4.0,3.0,37.5,3.1,3.0,1.0,0.0,0,1.0
17480,-62.0,5.0,3.0,4.0,39.0,3.1,4.0,1.0,1.0,0,1.0
17481,-62.0,5.0,4.0,4.0,42.0,3.1,1.0,1.0,1.0,0,1.0
17482,-62.0,2.0,3.0,4.0,38.0,3.1,5.0,1.0,1.0,0,1.0
17483,-51.0,3.0,3.0,3.0,36.0,3.1,3.0,1.0,1.0,0,1.0
17485,-60.0,5.0,6.0,4.0,39.0,3.1,3.0,1.0,0.0,0,1.0
17486,-60.0,9.0,8.0,5.0,45.0,3.1,3.0,1.0,1.0,0,1.0
17487,-60.0,9.0,10.0,2.0,33.0,3.1,3.0,2.0,0.0,0,1.0
17488,-61.0,4.0,5.0,5.0,37.0,3.1,3.0,1.0,1.0,0,1.0
17489,-61.0,4.0,3.0,4.0,39.0,3.1,3.0,1.0,1.0,0,1.0
17490,-58.0,1.0,1.0,3.0,38.0,3.1,2.0,1.0,0.0,0,0.0
17491,-62.0,5.0,3.0,5.0,38.0,3.1,3.0,1.0,1.0,0,1.0
17492,-61.0,3.0,3.0,3.0,35.0,3.1,3.0,1.0,1.0,0,1.0
17493,-60.0,9.0,8.0,3.0,34.0,3.1,3.0,1.0,0.0,0,1.0
17494,-60.0,10.0,10.0,4.0,37.0,3.1,3.0,1.0,1.0,0,1.0
17495,-62.0,8.0,8.0,3.0,32.0,3.1,3.0,1.0,0.0,0,1.0
17497,-63.0,3.0,2.0,4.0,35.0,3.1,3.0,1.0,0.0,1,1.0
17498,-62.0,5.0,5.0,4.0,35.0,3.1,3.0,1.0,0.0,0,1.0
17499,-60.0,7.0,7.0,3.0,40.0,3.1,4.0,1.0,0.0,1,1.0
17500,-66.0,3.0,5.0,4.0,29.5,3.1,3.0,2.0,1.0,0,1.0
17502,-63.0,6.0,6.0,4.0,36.0,3.1,3.0,1.0,1.0,0,1.0
17503,-60.0,8.0,8.0,3.0,45.0,3.1,4.0,1.0,1.0,0,1.0
17504,-62.0,9.0,9.0,2.0,43.0,3.1,1.0,1.0,1.0,0,1.0
17505,-59.0,10.0,10.0,3.0,39.0,3.1,3.0,1.0,1.0,1,1.0
17506,-61.0,8.0,8.0,4.0,37.0,3.1,3.0,1.0,0.0,0,1.0
17507,-61.0,2.0,4.0,3.0,41.0,3.1,3.0,1.0,1.0,4,1.0
17508,-60.0,10.0,10.0,4.0,36.5,3.1,3.0,1.0,1.0,0,1.0
17509,-58.0,9.0,8.0,4.0,46.0,3.1,4.0,1.0,0.0,0,1.0
17510,-58.0,4.0,4.0,4.0,30.0,3.1,4.0,2.0,1.0,2,0.0
17511,-56.0,5.0,2.0,4.0,29.7,3.1,1.0,2.0,1.0,0,1.0
17512,-55.0,3.0,4.0,3.0,40.0,3.1,3.0,1.0,1.0,0,1.0
17513,-61.0,4.0,2.0,4.0,39.0,3.1,4.0,1.0,1.0,0,1.0
17514,-60.0,4.0,5.0,4.0,40.0,3.1,4.0,1.0,1.0,0,1.0
17515,-62.0,5.0,5.0,4.0,41.0,3.1,3.0,1.0,1.0,0,1.0
17516,-57.0,5.0,4.0,3.0,32.0,3.1,3.0,1.0,1.0,0,1.0
17517,-61.0,1.0,1.0,3.0,24.0,3.1,1.0,1.0,0.0,3,0.0
17518,-59.0,10.0,10.0,4.0,34.5,3.1,1.0,1.0,1.0,0,1.0
17519,-62.0,4.0,4.0,4.0,36.0,3.1,1.0,1.0,0.0,0,1.0
17520,-59.0,5.0,3.0,5.0,33.0,3.1,3.0,1.0,1.0,0,1.0
17522,-67.0,6.0,4.0,4.0,35.0,3.1,3.0,1.0,1.0,0,1.0
17523,-62.0,2.0,3.0,4.0,42.0,3.1,4.0,1.0,1.0,0,1.0
17524,-63.0,3.0,1.0,2.0,34.0,3.1,3.0,2.0,1.0,1,0.0
17525,-62.0,3.0,3.0,3.0,20.0,3.1,6.0,1.0,0.0,3,0.0
17526,-61.0,2.0,4.0,4.0,32.0,3.1,3.0,2.0,0.0,0,0.0
17527,-62.0,10.0,10.0,2.0,33.0,3.1,3.0,1.0,1.0,0,1.0
17528,-61.0,8.0,7.0,4.0,36.0,3.1,4.0,1.0,0.0,0,1.0
17529,-64.0,2.0,2.0,5.0,41.0,3.1,4.0,1.0,0.0,4,1.0
17530,-54.0,7.0,6.0,3.0,30.5,3.1,2.0,1.0,0.0,0,1.0
17531,-57.0,1.0,1.0,2.0,28.0,3.1,1.0,1.0,1.0,3,0.0
17532,-62.0,10.0,5.0,4.0,41.0,3.1,5.0,1.0,1.0,0,1.0
17533,-60.0,4.0,3.0,4.0,32.7,3.1,3.0,1.0,0.0,0,1.0
17534,-62.0,2.0,1.0,5.0,41.0,3.1,4.0,1.0,1.0,0,1.0
17535,-54.0,7.0,6.0,2.0,29.0,3.1,3.0,2.0,0.0,3,1.0
17536,-60.0,6.0,6.0,4.0,25.7,3.1,2.0,1.0,1.0,0,1.0
17537,-60.0,3.0,1.0,3.0,22.5,3.1,4.0,1.0,1.0,1,0.0
17538,-62.0,7.0,3.0,4.0,33.0,3.1,3.0,1.0,1.0,2,1.0
17539,-57.0,5.0,5.0,3.0,36.0,3.1,1.0,1.0,1.0,0,1.0
17540,-60.0,1.0,1.0,4.0,40.0,3.1,5.0,1.0,0.0,1,1.0
17541,-57.0,3.0,2.0,2.0,34.0,3.1,1.0,1.0,1.0,0,1.0
17543,-60.0,7.0,6.0,4.0,42.0,3.1,5.0,1.0,1.0,0,1.0
17544,-61.0,6.0,7.0,4.0,41.0,3.1,1.0,1.0,0.0,0,1.0
17545,-60.0,9.0,9.0,5.0,46.0,3.1,5.0,1.0,1.0,0,1.0
17546,-58.0,2.0,1.0,3.0,31.0,3.1,1.0,1.0,1.0,2,1.0
17547,-61.0,10.0,9.0,4.0,42.0,3.1,1.0,1.0,0.0,0,1.0
17548,-61.0,8.0,8.0,3.0,41.0,3.1,1.0,1.0,0.0,0,1.0
17549,-62.0,6.0,8.0,4.0,34.0,3.1,2.0,1.0,0.0,0,1.0
17550,-54.0,8.0,6.0,3.0,33.0,3.1,4.0,2.0,1.0,3,1.0
17551,-49.0,7.0,8.0,5.0,38.0,3.1,5.0,2.0,1.0,0,1.0
17552,-61.0,9.0,9.0,4.0,32.0,3.1,3.0,1.0,0.0,0,1.0
17553,-52.0,1.0,1.0,2.0,20.0,3.1,2.0,1.0,1.0,1,0.0
17555,-59.0,10.0,10.0,4.0,44.0,3.1,3.0,1.0,0.0,0,1.0
17556,-58.0,6.0,8.0,3.0,36.0,3.1,3.0,1.0,1.0,0,1.0
17558,-62.0,3.0,1.0,4.0,30.0,3.1,3.0,1.0,1.0,0,1.0
17559,-61.0,7.0,6.0,4.0,37.0,3.1,3.0,1.0,0.0,0,1.0
17560,-60.0,7.0,3.0,3.0,36.0,3.1,1.0,1.0,1.0,2,1.0
