age,workclass,education,marital_status,relationship,occupation,race,gender,capital_gain,capital_loss,hours_per_week,income
44,Private,Bachelors,Married,Husband,White-Collar,White,Male,15024,0,48,1
43,Private,School,Married,Husband,Service,White,Male,0,0,40,0
22,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
31,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,45,0
44,Private,School,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
88,Self-Employed,School,Widowed,Not-in-family,Blue-Collar,White,Male,0,0,5,0
21,Private,HS-grad,Single,Not-in-family,Sales,White,Male,0,0,60,0
31,Private,Bachelors,Single,Own-child,White-Collar,White,Female,0,1590,35,0
35,Government,Bachelors,Single,Not-in-family,White-Collar,White,Male,0,0,40,0
30,Private,Bachelors,Single,Own-child,Service,Black,Male,0,0,55,0
48,Private,HS-grad,Married,Husband,Service,White,Male,0,0,40,0
68,Other/Unknown,HS-grad,Widowed,Unmarried,Other/Unknown,White,Female,0,0,16,0
64,Private,Assoc,Married,Husband,White-Collar,White,Male,0,0,50,0
49,Private,Masters,Married,Husband,White-Collar,Asian-Pac-Islander,Male,99999,0,50,1
44,Private,Doctorate,Married,Husband,Professional,White,Male,0,0,50,0
18,Private,School,Single,Own-child,Service,White,Male,0,0,12,0
34,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
29,Government,HS-grad,Single,Unmarried,Blue-Collar,White,Female,0,0,40,0
23,Private,HS-grad,Single,Other-relative,Blue-Collar,Black,Male,0,0,40,0
36,Self-Employed,Some-college,Married,Husband,White-Collar,White,Male,0,0,40,1
29,Other/Unknown,Bachelors,Single,Not-in-family,Other/Unknown,White,Male,0,0,40,0
34,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,45,0
27,Self-Employed,Bachelors,Single,Not-in-family,Sales,White,Male,0,0,40,0
57,Government,Some-college,Separated,Not-in-family,Service,Black,Female,0,0,40,0
24,Private,HS-grad,Single,Not-in-family,White-Collar,White,Male,0,0,40,0
54,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,60,0
18,Private,Some-college,Single,Own-child,Sales,White,Female,0,0,20,0
25,Private,Some-college,Single,Not-in-family,Blue-Collar,Asian-Pac-Islander,Male,0,0,40,0
28,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,0
87,Private,HS-grad,Married,Not-in-family,Sales,White,Male,0,0,16,0
54,Private,Masters,Divorced,Not-in-family,Sales,White,Female,0,0,40,0
21,Private,HS-grad,Single,Other-relative,Service,White,Male,0,0,25,0
43,Private,School,Married,Other-relative,Service,White,Female,0,0,40,0
43,Government,HS-grad,Married,Husband,White-Collar,White,Male,3908,0,40,0
38,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
46,Private,HS-grad,Married,Husband,Blue-Collar,Black,Male,0,0,35,0
65,Private,Some-college,Widowed,Not-in-family,Sales,White,Female,0,0,22,0
39,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
60,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,50,1
30,Private,Bachelors,Single,Not-in-family,Sales,White,Male,0,0,60,0
39,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,7298,0,40,1
35,Private,Bachelors,Married,Husband,Professional,White,Male,0,1977,48,1
31,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,0
39,Private,HS-grad,Single,Own-child,White-Collar,White,Male,0,0,40,0
33,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
27,Private,Prof-school,Single,Other-relative,Professional,White,Female,0,0,40,0
31,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,40,0
77,Other/Unknown,Some-college,Separated,Not-in-family,Other/Unknown,White,Male,0,0,2,0
40,Government,Assoc,Divorced,Unmarried,White-Collar,White,Female,0,0,40,0
58,Government,Masters,Married,Husband,Service,Asian-Pac-Islander,Male,7688,0,40,1
37,Government,Assoc,Married,Husband,Service,White,Male,0,0,80,1
39,Private,School,Separated,Own-child,Blue-Collar,White,Male,0,0,40,0
30,Private,Some-college,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
20,Private,Some-college,Single,Own-child,Sales,White,Female,0,0,4,0
36,Other/Unknown,HS-grad,Divorced,Other-relative,Other/Unknown,White,Female,0,0,40,0
30,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,60,0
39,Private,HS-grad,Single,Not-in-family,White-Collar,White,Male,0,0,42,0
43,Private,Some-college,Divorced,Not-in-family,Service,White,Female,0,0,30,0
25,Private,HS-grad,Single,Own-child,White-Collar,White,Female,0,0,40,0
42,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,45,1
38,Private,Some-college,Divorced,Unmarried,Service,White,Female,0,1726,40,0
67,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,30,0
57,Private,HS-grad,Divorced,Other-relative,Blue-Collar,White,Female,0,0,40,0
21,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,20,0
35,Private,HS-grad,Married,Wife,White-Collar,White,Female,0,0,40,1
40,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,1887,40,1
35,Private,School,Married,Wife,Service,White,Female,0,0,40,0
74,Other/Unknown,School,Married,Husband,Other/Unknown,White,Male,0,0,10,0
19,Private,School,Single,Other-relative,Blue-Collar,White,Male,0,0,40,0
36,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,99,0
39,Government,Doctorate,Single,Not-in-family,Professional,White,Male,0,2824,50,1
17,Other/Unknown,School,Single,Own-child,Other/Unknown,White,Male,0,0,40,0
47,Other/Unknown,HS-grad,Single,Other-relative,Other/Unknown,White,Female,0,0,50,0
32,Private,Bachelors,Single,Not-in-family,Sales,White,Male,0,1564,50,1
32,Government,Bachelors,Single,Not-in-family,Service,White,Female,0,0,48,0
51,Government,HS-grad,Single,Not-in-family,Service,White,Male,0,0,40,0
48,Other/Unknown,Some-college,Single,Not-in-family,Other/Unknown,White,Male,0,0,35,0
38,Private,Bachelors,Married,Husband,Sales,White,Male,0,0,38,0
19,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Female,0,0,20,0
52,Private,Masters,Married,Husband,Blue-Collar,White,Male,0,0,45,1
21,Private,Some-college,Single,Own-child,Blue-Collar,White,Female,0,0,30,0
33,Private,HS-grad,Divorced,Other-relative,Blue-Collar,White,Male,0,0,40,0
18,Private,School,Single,Other-relative,Blue-Collar,White,Male,0,0,20,0
32,Self-Employed,Bachelors,Married,Husband,Service,White,Male,7298,0,40,1
28,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,44,1
45,Private,HS-grad,Divorced,Unmarried,Sales,White,Female,0,0,32,0
21,Private,HS-grad,Single,Own-child,Service,Black,Female,0,0,40,0
24,Private,Some-college,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
53,Private,Bachelors,Married,Husband,Blue-Collar,Asian-Pac-Islander,Male,0,1740,40,0
54,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,0,0,55,0
28,Private,Some-college,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
20,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Female,0,0,30,0
23,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
33,Government,Bachelors,Single,Unmarried,White-Collar,White,Female,0,0,40,0
45,Private,Some-college,Married,Wife,Service,White,Female,0,0,40,0
47,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,0,0,72,1
35,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,48,0
20,Private,Assoc,Single,Own-child,Sales,White,Female,0,0,20,0
35,Government,HS-grad,Divorced,Unmarried,White-Collar,White,Female,0,0,40,0
50,Private,Bachelors,Married,Husband,Sales,White,Male,0,0,40,0
40,Private,School,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
50,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,32,0
33,Private,School,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,50,0
37,Private,Bachelors,Single,Not-in-family,Sales,White,Female,0,0,44,0
37,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,1
25,Self-Employed,HS-grad,Married,Husband,Sales,White,Male,0,0,50,0
17,Private,School,Single,Own-child,Service,Black,Male,0,0,15,0
49,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,50,0
66,Private,HS-grad,Widowed,Not-in-family,Sales,Black,Female,0,0,24,0
24,Private,HS-grad,Married,Wife,Service,White,Female,0,0,24,0
50,Private,School,Married,Husband,Service,White,Male,0,0,40,0
56,Private,Bachelors,Divorced,Not-in-family,Professional,Asian-Pac-Islander,Female,0,0,40,0
68,Private,HS-grad,Married,Husband,Service,White,Male,0,0,40,0
65,Private,HS-grad,Divorced,Not-in-family,White-Collar,White,Female,0,0,40,0
67,Private,Some-college,Widowed,Not-in-family,Sales,White,Male,0,0,18,0
17,Private,School,Single,Own-child,Service,White,Male,0,0,18,0
27,Private,Some-college,Single,Not-in-family,Service,White,Male,0,0,38,0
47,Government,School,Married,Not-in-family,Blue-Collar,Black,Male,0,0,40,0
40,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,50,0
39,Government,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
36,Private,HS-grad,Divorced,Unmarried,Blue-Collar,White,Male,0,0,40,0
49,Government,HS-grad,Widowed,Not-in-family,White-Collar,White,Female,0,0,40,0
59,Private,HS-grad,Divorced,Not-in-family,White-Collar,White,Female,0,0,16,0
46,Private,Bachelors,Widowed,Unmarried,White-Collar,White,Female,0,0,20,0
71,Other/Unknown,Bachelors,Married,Husband,Other/Unknown,White,Male,3456,0,16,0
42,Self-Employed,Masters,Divorced,Unmarried,White-Collar,White,Female,0,0,70,0
46,Self-Employed,Prof-school,Married,Husband,Professional,White,Male,0,0,50,1
41,Private,HS-grad,Single,Not-in-family,Service,Black,Female,0,0,40,0
20,Government,Some-college,Single,Own-child,Service,White,Female,0,0,10,0
30,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,55,0
29,Private,Some-college,Divorced,Not-in-family,White-Collar,White,Male,0,0,36,0
28,Private,Bachelors,Single,Not-in-family,Service,White,Male,0,0,50,0
61,Self-Employed,HS-grad,Married,Wife,White-Collar,White,Female,0,0,36,0
30,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,1977,60,1
27,Private,Some-college,Single,Own-child,Service,White,Male,0,0,40,0
58,Self-Employed,Some-college,Married,Husband,Professional,White,Male,0,0,32,0
37,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,45,0
24,Private,Assoc,Single,Not-in-family,White-Collar,White,Male,0,0,40,0
48,Private,School,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
24,Private,Bachelors,Single,Not-in-family,Professional,Asian-Pac-Islander,Male,0,0,16,0
47,Private,School,Married,Husband,Blue-Collar,White,Male,4386,0,48,1
33,Private,Some-college,Single,Own-child,White-Collar,Asian-Pac-Islander,Female,0,0,40,0
26,Private,Bachelors,Single,Other-relative,Service,White,Male,0,0,45,0
43,Private,Bachelors,Married,Husband,White-Collar,White,Male,15024,0,50,1
29,Private,Assoc,Single,Not-in-family,Sales,White,Male,0,0,40,0
33,Private,Some-college,Married,Husband,Service,Black,Male,0,0,40,0
45,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
44,Private,HS-grad,Married,Husband,Professional,White,Male,0,0,40,0
44,Private,Some-college,Divorced,Not-in-family,White-Collar,White,Male,0,0,40,0
34,Government,HS-grad,Single,Not-in-family,Service,Black,Female,0,0,40,0
25,Private,Assoc,Single,Own-child,Professional,White,Female,0,0,36,0
59,Private,Prof-school,Married,Husband,White-Collar,Black,Male,0,0,40,0
33,Private,Bachelors,Married,Wife,White-Collar,White,Female,0,1887,40,1
45,Self-Employed,Bachelors,Married,Husband,White-Collar,White,Male,0,0,50,1
58,Private,HS-grad,Divorced,Not-in-family,White-Collar,White,Female,0,0,42,0
18,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,26,0
35,Private,Assoc,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
55,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,1
43,Private,School,Separated,Unmarried,Sales,White,Female,0,0,40,0
36,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
42,Self-Employed,Bachelors,Married,Husband,White-Collar,White,Male,0,0,45,1
45,Private,HS-grad,Married,Other-relative,Blue-Collar,White,Female,0,0,50,0
20,Government,Some-college,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
27,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
23,Private,Some-college,Single,Own-child,Sales,White,Female,0,0,8,0
55,Private,School,Married,Husband,Service,White,Male,0,0,40,0
51,Private,School,Single,Other-relative,Service,Asian-Pac-Islander,Male,0,0,35,0
17,Private,School,Single,Own-child,Service,White,Male,0,0,16,0
28,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,50,0
31,Private,Bachelors,Married,Husband,Service,White,Male,0,0,40,0
66,Other/Unknown,School,Married,Husband,Other/Unknown,White,Male,0,0,40,1
61,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,30,1
19,Private,HS-grad,Single,Own-child,Service,White,Male,0,0,20,0
28,Private,Some-college,Separated,Not-in-family,White-Collar,White,Male,0,0,40,0
39,Private,Masters,Married,Husband,Professional,White,Male,0,0,45,0
34,Private,HS-grad,Married,Husband,White-Collar,Black,Male,0,0,40,1
53,Private,HS-grad,Married,Husband,Professional,White,Male,0,0,40,1
54,Private,Bachelors,Divorced,Not-in-family,Professional,White,Female,0,0,40,0
44,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,35,1
34,Private,Assoc,Single,Own-child,White-Collar,White,Female,0,0,40,0
41,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,99999,0,60,1
26,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,0
38,Private,Masters,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
28,Private,Prof-school,Single,Not-in-family,Professional,White,Male,0,0,45,0
63,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
51,Private,Some-college,Married,Husband,Sales,White,Male,0,0,40,0
53,Government,Assoc,Married,Wife,White-Collar,Black,Female,0,0,40,1
35,Government,Assoc,Divorced,Unmarried,Professional,Black,Female,0,0,40,0
49,Self-Employed,Bachelors,Single,Not-in-family,Sales,White,Male,0,0,60,0
43,Private,Some-college,Married,Husband,Professional,White,Male,0,0,40,1
50,Government,HS-grad,Married,Husband,Blue-Collar,White,Male,0,1485,40,1
49,Self-Employed,Some-college,Divorced,Not-in-family,Sales,White,Female,0,0,40,0
43,Government,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
49,Private,Prof-school,Single,Other-relative,Blue-Collar,White,Male,0,0,48,0
29,Private,Assoc,Married,Other-relative,Service,White,Female,0,0,40,0
30,Private,Assoc,Single,Own-child,White-Collar,White,Female,0,0,32,0
32,Private,HS-grad,Married,Wife,Service,Black,Female,0,0,40,0
51,Self-Employed,Some-college,Divorced,Own-child,Sales,White,Female,0,0,70,0
33,Government,HS-grad,Married,Husband,Professional,White,Male,0,0,40,0
38,Private,Bachelors,Divorced,Own-child,Sales,White,Male,0,0,50,0
38,Self-Employed,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
45,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,42,0
18,Government,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,50,0
69,Self-Employed,Assoc,Married,Husband,Sales,White,Male,20051,0,15,1
54,Private,Some-college,Widowed,Unmarried,Sales,White,Female,0,0,40,0
44,Government,Bachelors,Married,Husband,White-Collar,Asian-Pac-Islander,Male,0,1977,40,1
40,Private,HS-grad,Divorced,Unmarried,White-Collar,Black,Female,0,625,40,0
40,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,44,0
20,Private,Some-college,Single,Not-in-family,Sales,White,Male,0,0,50,0
36,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,15024,0,56,1
39,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,1
18,Private,School,Single,Own-child,Service,White,Male,0,0,40,0
42,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
27,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,50,0
22,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Male,0,0,15,1
38,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
24,Private,Some-college,Single,Not-in-family,White-Collar,Black,Male,0,0,35,0
41,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
20,Private,Some-college,Single,Own-child,Service,White,Female,0,0,45,0
62,Private,School,Divorced,Not-in-family,Blue-Collar,Black,Female,0,0,40,0
31,Private,Masters,Single,Not-in-family,White-Collar,White,Female,99999,0,40,1
35,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,45,1
58,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,1
20,Private,Some-college,Single,Own-child,Sales,Black,Female,0,0,20,0
38,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,1672,50,0
29,Private,Bachelors,Married,Husband,Sales,White,Male,0,0,55,1
21,Private,Some-college,Single,Own-child,Professional,Black,Female,0,0,40,0
27,Private,School,Divorced,Not-in-family,Service,White,Female,0,0,50,0
48,Government,Bachelors,Divorced,Not-in-family,Professional,White,Male,0,0,40,0
34,Private,HS-grad,Single,Not-in-family,Professional,White,Female,0,0,37,1
33,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
29,Private,HS-grad,Single,Unmarried,Sales,White,Female,0,0,42,0
45,Private,Assoc,Divorced,Not-in-family,Sales,White,Female,0,0,44,0
22,Private,Some-college,Single,Own-child,Service,White,Male,1055,0,15,0
31,Government,Some-college,Married,Husband,Service,White,Male,0,0,40,0
25,Private,Some-college,Single,Own-child,Blue-Collar,Asian-Pac-Islander,Male,0,0,40,0
59,Private,HS-grad,Divorced,Not-in-family,Sales,White,Male,2202,0,40,0
18,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Female,0,0,30,0
18,Private,School,Single,Own-child,Service,White,Female,0,1719,20,0
42,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,99,0
42,Self-Employed,Bachelors,Married,Husband,Professional,White,Male,0,0,52,1
26,Government,Bachelors,Single,Unmarried,Service,Black,Female,0,0,40,0
18,Other/Unknown,School,Single,Own-child,Other/Unknown,White,Female,0,0,20,0
20,Private,HS-grad,Single,Own-child,Service,White,Female,0,0,40,0
18,Government,Some-college,Single,Own-child,White-Collar,White,Male,0,0,12,0
44,Private,Some-college,Married,Husband,Service,White,Male,0,0,40,0
76,Government,HS-grad,Widowed,Not-in-family,Service,White,Female,0,1668,40,0
34,Private,HS-grad,Single,Not-in-family,Service,Black,Female,0,0,25,0
60,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,20,0
19,Private,Some-college,Single,Own-child,Service,White,Male,0,0,35,0
35,Private,HS-grad,Married,Husband,Service,White,Male,7298,0,38,1
26,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
41,Private,Bachelors,Divorced,Not-in-family,White-Collar,White,Female,0,0,45,1
29,Private,Bachelors,Single,Not-in-family,Professional,Asian-Pac-Islander,Male,0,0,1,0
24,Private,Some-college,Single,Not-in-family,Service,White,Male,0,0,35,0
39,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,1848,40,1
58,Government,HS-grad,Divorced,Not-in-family,White-Collar,Black,Male,0,0,40,0
40,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
29,Private,Assoc,Married,Husband,Service,White,Male,0,0,40,1
44,Self-Employed,Bachelors,Married,Husband,Blue-Collar,White,Male,0,0,50,0
27,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
52,Self-Employed,Bachelors,Married,Husband,White-Collar,White,Male,0,0,60,0
40,Government,HS-grad,Married,Husband,Sales,White,Male,0,0,40,0
59,Self-Employed,School,Married,Husband,White-Collar,Asian-Pac-Islander,Male,99999,0,40,1
19,Private,HS-grad,Single,Own-child,Sales,Black,Female,0,0,35,0
23,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,0,37,0
32,Private,Assoc,Divorced,Unmarried,White-Collar,White,Female,0,0,35,0
34,Private,Assoc,Married,Husband,Sales,White,Male,0,0,40,0
62,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,42,0
68,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,50,0
64,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,50,0
33,Government,Some-college,Single,Not-in-family,Service,White,Male,0,0,40,0
64,Private,Some-college,Married,Husband,Service,White,Male,0,0,20,0
42,Private,Some-college,Single,Not-in-family,White-Collar,White,Male,0,0,40,1
60,Private,Some-college,Divorced,Not-in-family,White-Collar,White,Female,0,0,40,0
35,Private,Some-college,Divorced,Not-in-family,Sales,White,Male,0,0,50,0
33,Private,Bachelors,Married,Husband,Blue-Collar,Black,Male,0,0,40,0
74,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,14,0
38,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,30,0
43,Private,Assoc,Divorced,Not-in-family,Blue-Collar,Black,Male,0,0,40,0
36,Government,Bachelors,Married,Husband,White-Collar,Black,Male,0,0,50,1
45,Self-Employed,Bachelors,Married,Wife,White-Collar,Asian-Pac-Islander,Female,0,0,48,0
45,Self-Employed,HS-grad,Married,Husband,Professional,White,Male,0,0,40,1
28,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
48,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,1848,46,1
25,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
42,Government,HS-grad,Divorced,Not-in-family,White-Collar,White,Male,0,0,40,0
22,Government,Some-college,Single,Own-child,Sales,White,Female,0,0,12,0
43,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
35,Private,School,Separated,Unmarried,Blue-Collar,White,Male,0,0,40,0
42,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,50,0
56,Self-Employed,Masters,Separated,Unmarried,Sales,White,Female,0,0,36,0
22,Private,Bachelors,Single,Not-in-family,White-Collar,White,Male,0,0,30,0
29,Private,Assoc,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
38,Government,Bachelors,Married,Husband,White-Collar,Amer-Indian-Eskimo,Male,0,0,50,1
51,Government,Some-college,Divorced,Unmarried,Service,Black,Female,0,0,40,0
35,Private,Bachelors,Married,Husband,Sales,White,Male,0,0,40,1
42,Government,Assoc,Married,Husband,White-Collar,White,Male,0,0,40,1
21,Private,Some-college,Single,Own-child,Service,White,Male,0,0,18,0
54,Government,HS-grad,Married,Husband,Service,White,Male,0,0,40,0
19,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,0,15,0
36,Government,Bachelors,Married,Wife,White-Collar,White,Female,0,0,40,1
62,Government,Some-college,Single,Not-in-family,Professional,White,Male,0,0,40,1
52,Private,School,Widowed,Unmarried,Sales,Black,Female,0,0,40,0
45,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
64,Private,HS-grad,Married,Wife,Blue-Collar,White,Female,0,0,30,0
66,Private,Some-college,Married,Husband,Blue-Collar,Black,Male,0,0,40,1
53,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
36,Private,Masters,Married,Husband,Professional,White,Male,0,0,60,1
37,Private,Some-college,Single,Not-in-family,Service,White,Male,0,0,35,0
17,Self-Employed,School,Single,Own-child,Professional,White,Female,0,0,4,0
34,Private,Assoc,Married,Husband,Sales,White,Male,0,0,50,1
28,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
23,Private,Bachelors,Single,Not-in-family,Professional,White,Male,0,0,40,0
18,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Female,0,0,20,0
28,Private,Some-college,Single,Not-in-family,White-Collar,White,Female,0,0,15,0
32,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,3942,0,32,0
17,Private,School,Single,Own-child,Service,White,Female,0,0,30,0
51,Government,Bachelors,Married,Husband,Service,White,Male,7298,0,40,1
41,Private,Some-college,Single,Not-in-family,Professional,White,Male,0,0,40,0
58,Private,HS-grad,Single,Not-in-family,White-Collar,White,Female,0,0,43,0
31,Private,Some-college,Married,Wife,Blue-Collar,White,Female,0,0,18,0
28,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,0
21,Private,HS-grad,Single,Unmarried,Blue-Collar,White,Male,0,0,50,0
44,Self-Employed,Prof-school,Married,Husband,Professional,White,Male,0,1977,50,1
31,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,0,0,55,1
39,Private,Bachelors,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,55,0
30,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
56,Self-Employed,Masters,Married,Husband,Sales,White,Male,0,0,40,1
41,Private,Masters,Married,Wife,White-Collar,White,Female,0,0,50,1
24,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,0,40,0
33,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,44,0
36,Private,Masters,Married,Husband,White-Collar,Asian-Pac-Islander,Male,15024,0,40,1
31,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
39,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,1848,42,1
41,Private,Bachelors,Divorced,Not-in-family,Professional,White,Male,0,0,45,0
19,Private,Some-college,Single,Own-child,White-Collar,White,Male,0,0,30,0
57,Private,Assoc,Single,Not-in-family,White-Collar,White,Female,0,0,35,0
35,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,55,1
34,Self-Employed,HS-grad,Married,Not-in-family,Blue-Collar,White,Male,0,0,50,1
38,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
21,Private,Bachelors,Single,Not-in-family,Professional,White,Male,0,0,40,1
25,Private,HS-grad,Single,Other-relative,Blue-Collar,White,Male,0,0,45,0
49,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
34,Government,Bachelors,Married,Husband,Blue-Collar,White,Male,0,0,40,1
22,Other/Unknown,HS-grad,Single,Not-in-family,Other/Unknown,White,Female,0,0,36,0
60,Private,Some-college,Widowed,Not-in-family,Blue-Collar,White,Male,0,0,28,0
35,Private,HS-grad,Married,Wife,Service,White,Female,0,0,35,1
42,Self-Employed,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,1
61,Government,Masters,Married,Wife,Professional,White,Female,0,0,30,0
24,Private,Bachelors,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
26,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,50,0
64,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,48,1
47,Government,Masters,Divorced,Unmarried,Professional,White,Male,0,0,45,1
23,Private,School,Single,Own-child,Blue-Collar,White,Male,0,0,60,0
34,Private,Some-college,Divorced,Not-in-family,Professional,White,Male,0,0,15,0
47,Private,School,Divorced,Unmarried,Service,Black,Female,0,0,38,0
43,Self-Employed,Some-college,Single,Not-in-family,White-Collar,White,Male,0,0,50,1
47,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,50,0
57,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,40,0
